,用户ID,评论内容,手机型号
64,17284263661.0,很好看，绿色的很好看，屏幕呈现色彩很不错，流畅度很好！整体做工感觉很扎实，120w快充份量很足！侧方位指纹上手体验还不错，解锁很快。集成按钮按起来也很舒服。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
65,17295751496.0,预售，发货比原计划快。电池容量大，120w，手感真的太好了，外壳有质感，屏幕显示效果非常明亮，扬声器很棒。相机拍摄也很好，清晰给力。性价比很高。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
66,17309550124.0,"外形外观：外观大气，尤其是银色的非常喜欢
屏幕音效：2K屏幕120HZ杠杠的
拍照效果：一亿像素画质完美，夜景也很不错
运行速度：非常的流畅，同时打开很多app丝毫不卡
待机时间：120瓦快充绝对完美，正常20分钟充满，正常可以待机一天",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
67,17296208436.0,"手感很好，屏幕清晰
颜值很高，侧边指纹用着很舒服
性能很棒，玩游戏时体验非常棒??
值得入手",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
68,17288218701.0,运行流畅，充电神速，颜值无敌，游戏很丝滑。值得购买，期待红米越来越好。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
69,17310058122.0,"外形外观：外观非常符合自己的审美

屏幕音效：手机的上方也有音响就很棒
拍照效果：一亿像素没得说
运行速度：刚刚的流畅，还没有死机过
待机时间：正常不打游戏一天没啥事",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
70,17283283793.0,"?先说结论，挺不错的哈哈哈
1.好看这个绿色超级好看，很有质感。喜欢?
2.手机比较轻薄，颜值很棒
3.然后用起来很流畅，不卡不断流不断触，打王者开120帧最高画质不卡。还是很爽的~
4.充电很快，120q快充，不到20分钟就冲了55%的电??比我之前华为冲的快多了
5.放歌音质很好。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
71,17313454680.0,"屏幕音效：屏幕显示很好，很清晰；高刷体验很好
拍照效果：一亿像素，拍照很清晰。

运行速度：系统流畅，维护更新速度快，能及时修复问题，不错。
待机时间：大电池，续航没的说，666

其他特色：120W，充电真快，不担心没时间充电了

散热不错，打游戏几乎感觉不到发热，
手机整体性价比高，很良心，值得入手。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
72,17316065527.0,"外形外观：黑色很漂亮，背面右下角有一层碎结晶一样的反光图案。
屏幕音效：屏幕效果不错，色彩挺好。
拍照效果：拍照我觉得可以，但我平时用的不多要求也不高。
运行速度：速度很快！天玑9000 性能不错。
待机时间：充电速度快！待机时间也可以。
其他特色：miui13 挺好。终于可以跟平板接力了。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
73,17310088248.0,"外形外观：外观不多说了吧，四款最好看。
屏幕音效：手机内的小马达，超级带感
拍照效果：1亿像素，拍照功能杠杠的
运行速度：天玑9000，不多说了吧，速度嗖嗖的
待机时间：不玩游戏一天轻轻松松
其他特色：整体来说，太香了，性价比之王",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
74,17340076657.0,"整机外观：非常奈斯，夏天到了喜欢这种清新的颜色
                   手感拿取都挺不错，有质感！
摄像头：后摄的造型新颖，年轻化，超高像素，拍照质量高！
屏幕音效：屏幕滑动流畅，运行内存强大，5G网速就是不一样，喜欢听歌的我觉得非常值得购买，音质非常不错！
待机时间：待机时间长，不像苹果的电量那么不耐用
总结：整体印象分满分?，非常符合年轻人的需求，小米值得信赖！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
75,17294915389.0,"1.外形外观：高级感，很美观，喜欢，幽芒真机比图片好看
2.屏幕音效：不愧是2k屏幕，非常清晰，不辣眼睛，看着舒服了。
3.拍照效果：拍照感觉还行 这次k50加了防抖
4.运行速度：流畅，接近100w跑分
5.其他特色：一直都是米粉，k5opro手机，很棒，就是喜欢侧边指纹解锁，反应灵敏，比屏下指纹解锁快很多，机身轻薄，手感好，120w神仙闪充回血一字，快，红米手机值得拥有",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
76,17321603786.0,"运行速度：旗舰机.反应超快
外形外观：很漂亮.
屏幕音效：2k屏幕，听歌，看电视，打游戏超给力。
拍照效果：1亿像素，拍照超完美。
非常好的手机，推荐购买，性价比超高的手机，超赞，支持小米，支持小米，支持小米。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
77,17330966661.0,"外形外观：外型真漂亮，手感超级舒服
屏幕音效：屏幕够大 ,手感丝滑，双扬声器立体环绕之声
拍照效果：一亿像素 拍照还防抖 给女朋友拍照很满意
运行速度：天玑9000超乎想象 吃鸡爽歪歪
待机时间：120W 这充电?杠杠的
其他特色：小米性价比超高 一直都是米粉",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
78,17349548689.0,手机收到好几天啦 特别好用 系统特别流畅 每买小米的产品都激动万分 这次也不例外 2K屏幕真的很惊艳 很清晰 大爱小米 大爱国产,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
79,17296350929.0,"外形外观：银迹配色很好看。
屏幕音效：2K分辨率显示效果很好，双扬声器音质可以。
拍照效果：还算清晰，要求不高。
运行速度：快。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
80,17282326245.0,外形外观：很大适合男生，比想象中的要好很多很多，性价比也很高，跟同价位其他品牌相比，有过之无不及。手感很好，玩游戏的感觉很棒。屏幕很亮，这个颜色也很大气，看上去很干净，期待小米以后更多更好的产品，支持国货，从我做起！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
81,17285638796.0,"外形外观：外观整体上还可以
屏幕音效：2K屏幕记忆力度比K40要好
拍照效果：拍照效果比K40好一些
运行速度：不玩游戏运行速度跟K40差不多，应该稍快一点点

K40用了一年，非常满意，比之前用的华为的小米的四五千的手机用的还顺手的多，之所以换K50pro，是想在照相、续航、屏幕清晰度方面有所提升，这方面K50pro都做到了。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
82,17350398146.0,"外形外观：還不錯！
屏幕音效：優秀！
拍照效果：優秀！
运行速度：太棒！
待机时间：優秀！
其他特色：主要有天機9000加持，讓整體表現優良！唯OS能提高使用彈性，讓國際版本的軟件能更發揮此手機的應用提高能見度！！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
83,17359690435.0,"外形外观：很好，很喜欢
屏幕音效：屏幕杠杠的
拍照效果：虽然我对拍照不是很在意，但也好
待机时间：重度使用可以玩一天
运行速度：天玑9000真不是盖的",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
84,17310473030.0,"外形外观：这个后壳碎屏款式非常喜欢，很有科技感，也是主打款式，非常喜欢
屏幕音效：2k屏幕无敌清楚加上杜比音效震动马达，舒服
拍照效果：1亿像素，专业模式加上防抖，随时随地拍出美好瞬间
运行速度：天玑9000，这处理器在这价位不是无敌？
待机时间：不玩游戏正常使用一天轻轻松松
其他特色：这几天整体使用下来感觉非常棒，吊打同价位所以手机好不夸张，红米加油，越干越强",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
85,17309103351.0,"1.发货到新疆，因为疫情原因时间比较长，可以理解
2.快递没有送货上门，送到了小区商店里，但是经过电话沟通后送货上门了
3.手机本身比较满意，充电速度非常快，256g的内存非常舒服，手机都速度也很快 ，视频质量也很好～
4.尤其是按键声音特别舒服
外形外观：外观形象比较满意",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
86,17286238579.0,现在怎么不需要抢购了，居然交了定金，交了尾款很快就到货了，宝贝收到咯??，真的很棒呀！?质量真是没话说，非常满意！?开心开心?，充电器真的是很大啊！这个颜色也是很漂亮的！总体来说设计也就那么回事！充电速度黑屏状态下才能很快充满电。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
87,17287653475.0,"外形外观：还可以
拍照效果：反应快，画面清晰
运行速度：软件秒开
其他特色：充电速度非常快
屏幕音效：屏幕清晰，外放音质还不错",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
88,17284552918.0,手机握感还行，厚薄适中，我们小手还是希望有部小屏高端旗舰机，2k屏幕眼睛看得非常舒服，赞，屏幕清晰，流畅，相机够用，如还想更高端的拍照体验那得选四千起的旗舰手机。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
89,17309930914.0,"好而不贵 好用
1.电池耐用 超长待机 正常电话游戏 使用1天半，充电超快，20分钟内充满。
2.王者荣耀游戏 不卡顿 速度快 手感很好。
3.摄像头 拍照清晰
4.外观 色彩都很清晰 
总结 这款手机 好用 实惠 质感好！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
90,17285663413.0,"22号拍下今天收到了，快递效率高，收到产品期待打开看了很惊艳。尤其背面。喜欢直板机。电源适配器好重。不愧是快充。
外形外观：不错
拍照效果：一亿像素也不错
运行速度：很快",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
91,17343589262.0,"外形外观：外形外观：外观非常漂亮 
运行速度：12G+3G扩展非常给力
其他特色：搭配120w快充，在洗漱时间手机电量就充满了
拍照效果：暂时没有拍照，使用过程中在补充",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
92,17396966559.0,"第一时间就没抢到512版本，第二批抢到的512版本，发货挺快比预定要快，从k20pro升级到k50pro。小怪兽一直都给力。
巨大的充电器充电是真的快。
电池不太耐用，玩点游戏基本都要充3次。好在充电也快。
屏幕很好，丝滑。用了一段时间了很好用。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
93,17338923026.0,手机很好用，运行速度很快，屏幕也清晰。性价比很高。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
94,17292491083.0,"外形外观：外观大气时尚
屏幕音效：立体音环绕
拍照效果：一亿像素生活够用了
运行速度：超快
待机时间：五千毫安用一天没问题
其他特色：联发科天基处理器不发热",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
95,17306415344.0,手机质感很好！性价比超高，对比了一圈终于选择了它，还好没让我失望，屏幕大而清晰！运行速度飞快！拍照也不错！握感很好！但对女生可能有点大了！总之很满意！值得推荐！特别是银色这款！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
96,17281497432.0,"外形外观：3.22第一个晒图@要想生活过得去，手机还得带点绿
屏幕音效：2K屏幕清晰漂亮性价比太高了吊打某果
拍照效果：很快，广角和长焦都很好
运行速度：何止是快一点点哈哈哈12G稳稳的用到小米成为全球第一
待机时间：估计一天一充没问题
其他特色：可以和小米平板5p互联，加油鸭?攻城狮们。祝各位佳人2022年诸事顺利，健康平安！武汉光谷打卡！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
97,17307208532.0,东西已经收到！手感不错！用料扎实！质量很好！平常用基本没有问题！天机9000功耗确实不错，我平时打打电话王者，根本不掉帧，温度也基本没有上过40度。感觉联发科要崛起了。???,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
